time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),Egress,latency_demand(s)
990.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1701,8,SF-C,1200,10,Egress52,1000.0
991.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1976,9,SF-C,1350,12,Egress52,1000.0
992.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1860,9,SF-C,1350,12,Egress52,1000.0
993.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1615,8,SF-C,1200,10,Egress52,1000.0
994.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1862,9,SF-C,1350,12,Egress52,1000.0
995.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1997,9,SF-C,1350,12,Egress52,1000.0
996.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2170,10,SF-C,1500,13,Egress52,1000.0
997.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2133,10,SF-C,1500,13,Egress52,1000.0
998.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2296,11,SF-C,1650,14,Egress52,1000.0
999.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1740,8,SF-C,1200,10,Egress52,1000.0
1000.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2269,11,SF-C,1650,14,Egress52,1000.0
