#======================================
Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 78, 0, 780, 780, 780.126, 0.126, 120, 0, 780.126, 782.732, 2.606, 1200, 782.732, 782.912, 0.18, 180, 0, 782.912, 784.974, 2.062, 900, 784.974, 785.094, 0.12, 120, 0, 785.094, 793.289, 8.195, 3600, 793.289, 793.409, 0.12, 120, 0, 793.409, 793.409, 0, 0,    13.283,
 79, 0, 790, 790, 790.126, 0.126, 120, 0, 790.126, 792.987, 2.861, 1200, 792.987, 793.167, 0.18, 180, 0, 793.167, 795.239, 2.072, 900, 795.239, 795.359, 0.12, 120, 0, 795.359, 802.689, 7.33, 3600, 802.689, 802.819, 0.13, 120, 0, 802.819, 802.819, 0, 0,    12.693,
 80, 0, 800, 800, 800.116, 0.116, 110, 0, 800.116, 802.689, 2.573, 1100, 802.689, 802.855, 0.166, 165, 0, 802.855, 804.595, 1.739, 825, 804.595, 804.705, 0.11, 110, 0, 804.705, 811.018, 6.314, 3300, 811.018, 811.128, 0.11, 110, 0, 811.128, 811.128, 0, 0,    11.012,
 81, 0, 810, 810, 810.126, 0.126, 120, 0, 810.126, 812.717, 2.591, 1200, 812.717, 812.897, 0.18, 180, 0, 812.897, 814.747, 1.85, 900, 814.747, 814.867, 0.12, 120, 0, 814.867, 822.591, 7.724, 3600, 822.591, 822.711, 0.12, 120, 0, 822.711, 822.711, 0, 0,    12.586,
 82, 0, 820, 820, 820.126, 0.126, 120, 0, 820.126, 822.413, 2.287, 1200, 822.413, 822.593, 0.18, 180, 0, 822.593, 824.647, 2.054, 900, 824.647, 824.767, 0.12, 120, 0, 824.767, 832.052, 7.285, 3600, 832.052, 832.172, 0.12, 120, 0, 832.172, 832.172, 0, 0,    12.046,
 83, 0, 830, 830, 830.116, 0.116, 110, 0, 830.116, 832.693, 2.577, 1100, 832.693, 832.859, 0.165, 165, 0, 832.859, 834.485, 1.626, 825, 834.485, 834.595, 0.11, 110, 0, 834.595, 842.645, 8.05, 3300, 842.645, 842.755, 0.11, 110, 0, 842.755, 842.755, 0, 0,    12.639,
 84, 0, 840, 840, 840.126, 0.126, 120, 0, 840.126, 842.412, 2.286, 1200, 842.412, 842.592, 0.18, 180, 0, 842.592, 844.528, 1.936, 900, 844.528, 844.648, 0.12, 120, 0, 844.648, 852.245, 7.597, 3600, 852.245, 852.366, 0.12, 120, 0, 852.366, 852.366, 0, 0,    12.240,
 85, 0, 850, 850, 850.126, 0.126, 120, 0, 850.126, 852.701, 2.575, 1200, 852.701, 852.881, 0.18, 180, 0, 852.881, 854.745, 1.863, 900, 854.745, 854.865, 0.12, 120, 0, 854.865, 863.16, 8.295, 3600, 863.16, 863.28, 0.12, 120, 0, 863.28, 863.28, 0, 0,    13.154,
 86, 0, 860, 860, 860.126, 0.126, 120, 0, 860.126, 862.848, 2.722, 1200, 862.848, 863.028, 0.18, 180, 0, 863.028, 865.122, 2.094, 900, 865.122, 865.242, 0.12, 120, 0, 865.242, 873.006, 7.764, 3600, 873.006, 873.126, 0.12, 120, 0, 873.126, 873.126, 0, 0,    13.001,
 87, 0, 870, 870, 870.116, 0.116, 110, 0, 870.116, 872.629, 2.513, 1100, 872.629, 872.795, 0.165, 165, 0, 872.795, 874.512, 1.718, 825, 874.512, 874.622, 0.11, 110, 0, 874.622, 880.925, 6.303, 3300, 880.925, 881.035, 0.11, 110, 0, 881.035, 881.035, 0, 0,    10.919,
 88, 0, 880, 880, 880.116, 0.116, 110, 0, 880.116, 882.465, 2.349, 1100, 882.465, 882.63, 0.165, 165, 0, 882.63, 884.407, 1.777, 825, 884.407, 884.517, 0.11, 110, 0, 884.517, 892.597, 8.08, 3300, 892.597, 892.707, 0.11, 110, 0, 892.707, 892.707, 0, 0,    12.591,
 89, 0, 890, 890, 890.116, 0.116, 110, 0, 890.116, 892.611, 2.495, 1100, 892.611, 892.776, 0.165, 165, 0, 892.776, 894.56, 1.784, 825, 894.56, 894.67, 0.11, 110, 0, 894.67, 901.61, 6.939, 3300, 901.61, 901.72, 0.11, 110, 0, 901.72, 901.72, 0, 0,    11.603,
 90, 0, 900, 900, 900.116, 0.116, 110, 0, 900.116, 902.372, 2.256, 1100, 902.372, 902.536, 0.165, 165, 0, 902.536, 904.358, 1.821, 825, 904.358, 904.468, 0.11, 110, 0, 904.468, 910.443, 5.975, 3300, 910.443, 910.553, 0.11, 110, 0, 910.553, 910.553, 0, 0,    10.437,
 91, 0, 910, 910, 910.116, 0.116, 110, 0, 910.116, 912.209, 2.093, 1100, 912.209, 912.374, 0.165, 165, 0, 912.374, 914.206, 1.832, 825, 914.206, 914.315, 0.11, 110, 0, 914.315, 921.778, 7.463, 3300, 921.778, 921.888, 0.11, 110, 0, 921.888, 921.888, 0, 0,    11.772,
 92, 0, 920, 920, 920.116, 0.116, 110, 0, 920.116, 922.33, 2.214, 1100, 922.33, 922.495, 0.165, 165, 0, 922.495, 924.535, 2.04, 825, 924.535, 924.645, 0.11, 110, 0, 924.645, 931.14, 6.494, 3300, 931.14, 931.25, 0.11, 110, 0, 931.25, 931.25, 0, 0,    11.134,
 93, 0, 930, 930, 930.116, 0.116, 110, 0, 930.116, 932.459, 2.343, 1100, 932.459, 932.624, 0.165, 165, 0, 932.624, 934.409, 1.784, 825, 934.409, 934.519, 0.11, 110, 0, 934.519, 940.449, 5.93, 3300, 940.449, 940.559, 0.11, 110, 0, 940.559, 940.559, 0, 0,    10.443,
 94, 0, 940, 940, 940.116, 0.116, 110, 0, 940.116, 942.315, 2.199, 1100, 942.315, 942.48, 0.165, 165, 0, 942.48, 944.386, 1.906, 825, 944.386, 944.496, 0.11, 110, 0, 944.496, 952, 7.504, 3300, 952, 952.11, 0.11, 110, 0, 952.11, 952.11, 0, 0,    11.994,
 95, 0, 950, 950, 950.126, 0.126, 120, 0, 950.126, 952.62, 2.494, 1200, 952.62, 952.8, 0.18, 180, 0, 952.8, 954.705, 1.905, 900, 954.705, 954.825, 0.12, 120, 0, 954.825, 963.372, 8.547, 3600, 963.372, 963.493, 0.12, 120, 0, 963.493, 963.493, 0, 0,    13.367,
 96, 0, 960, 960, 960.126, 0.126, 120, 0, 960.126, 963.174, 3.048, 1200, 963.174, 963.354, 0.18, 180, 0, 963.354, 965.019, 1.665, 900, 965.019, 965.14, 0.12, 120, 0, 965.14, 973.173, 8.033, 3600, 973.173, 973.293, 0.12, 120, 0, 973.293, 973.293, 0, 0,    13.167,
 97, 0, 970, 970, 970.126, 0.126, 120, 0, 970.126, 972.363, 2.237, 1200, 972.363, 972.543, 0.18, 180, 0, 972.543, 974.464, 1.921, 900, 974.464, 974.584, 0.12, 120, 0, 974.584, 982.589, 8.005, 3600, 982.589, 982.71, 0.12, 120, 0, 982.71, 982.71, 0, 0,    12.583,
 98, 0, 980, 980, 980.126, 0.126, 120, 0, 980.126, 982.749, 2.622, 1200, 982.749, 982.928, 0.18, 180, 0, 982.928, 984.819, 1.89, 900, 984.819, 984.939, 0.12, 120, 0, 984.939, 993.131, 8.193, 3600, 993.131, 993.255, 0.124, 120, 0, 993.255, 993.255, 0, 0,    13.129,
 99, 0, 990, 990, 990.126, 0.126, 120, 0, 990.126, 993.065, 2.94, 1200, 993.065, 993.245, 0.18, 180, 0, 993.245, 995.046, 1.801, 900, 995.046, 995.166, 0.12, 120, 0, 995.166, 1003.649, 8.482, 3600, 1003.649, 1003.769, 0.12, 120, 0, 1003.769, 1003.769, 0, 0,    13.643,
 100, 0, 1000, 1000, 1000.116, 0.116, 110, 0, 1000.116, 1002.942, 2.826, 1100, 1002.942, 1003.107, 0.165, 165, 0, 1003.107, 1004.938, 1.831, 825, 1004.938, 1005.048, 0.11, 110, 0, 1005.048, 1010.942, 5.895, 3300, 1010.942, 1011.053, 0.11, 110, 0, 1011.053, 1011.053, 0, 0,    10.937,
 101, 0, 1010, 1010, 1010.116, 0.116, 110, 0, 1010.116, 1012.375, 2.259, 1100, 1012.375, 1012.541, 0.165, 165, 0, 1012.541, 1014.708, 2.168, 825, 1014.708, 1014.819, 0.11, 110, 0, 1014.819, 1020.563, 5.745, 3300, 1020.563, 1020.673, 0.11, 110, 0, 1020.673, 1020.673, 0, 0,    10.557,
 102, 0, 1020, 1020, 1020.126, 0.126, 120, 0, 1020.126, 1022.384, 2.258, 1200, 1022.384, 1022.565, 0.18, 180, 0, 1022.565, 1024.729, 2.164, 900, 1024.729, 1024.849, 0.12, 120, 0, 1024.849, 1032.345, 7.496, 3600, 1032.345, 1032.464, 0.12, 120, 0, 1032.464, 1032.464, 0, 0,    12.338,
 103, 0, 1030, 1030, 1030.116, 0.116, 110, 0, 1030.116, 1032.431, 2.315, 1100, 1032.431, 1032.596, 0.165, 165, 0, 1032.596, 1034.465, 1.869, 825, 1034.465, 1034.575, 0.11, 110, 0, 1034.575, 1040.663, 6.088, 3300, 1040.663, 1040.774, 0.11, 110, 0, 1040.774, 1040.774, 0, 0,    10.657,
 104, 0, 1040, 1040, 1040.116, 0.116, 110, 0, 1040.116, 1042.591, 2.475, 1100, 1042.591, 1042.756, 0.165, 165, 0, 1042.756, 1044.374, 1.618, 825, 1044.374, 1044.485, 0.11, 110, 0, 1044.485, 1052.4, 7.916, 3300, 1052.4, 1052.51, 0.11, 110, 0, 1052.51, 1052.51, 0, 0,    12.394,
 105, 0, 1050, 1050, 1050.116, 0.116, 110, 0, 1050.116, 1052.786, 2.67, 1100, 1052.786, 1052.951, 0.165, 165, 0, 1052.951, 1054.422, 1.471, 825, 1054.422, 1054.532, 0.11, 110, 0, 1054.532, 1062.665, 8.133, 3300, 1062.665, 1062.776, 0.11, 110, 0, 1062.776, 1062.776, 0, 0,    12.659,
 106, 0, 1060, 1060, 1060.126, 0.126, 120, 0, 1060.126, 1062.235, 2.109, 1200, 1062.235, 1062.415, 0.18, 180, 0, 1062.415, 1064.222, 1.807, 900, 1064.222, 1064.342, 0.12, 120, 0, 1064.342, 1072.483, 8.141, 3600, 1072.483, 1072.603, 0.12, 120, 0, 1072.603, 1072.603, 0, 0,    12.477,
 107, 0, 1070, 1070, 1070.126, 0.126, 120, 0, 1070.126, 1072.786, 2.66, 1200, 1072.786, 1072.966, 0.18, 180, 0, 1072.966, 1074.824, 1.858, 900, 1074.824, 1074.944, 0.12, 120, 0, 1074.944, 1082.81, 7.866, 3600, 1082.81, 1082.93, 0.12, 120, 0, 1082.93, 1082.93, 0, 0,    12.804,
 108, 0, 1080, 1080, 1080.116, 0.116, 110, 0, 1080.116, 1082.181, 2.066, 1100, 1082.181, 1082.347, 0.165, 165, 0, 1082.347, 1084.082, 1.735, 825, 1084.082, 1084.192, 0.11, 110, 0, 1084.192, 1091.616, 7.425, 3300, 1091.616, 1091.727, 0.11, 110, 0, 1091.727, 1091.727, 0, 0,    11.611,
 109, 0, 1090, 1090, 1090.116, 0.116, 110, 0, 1090.116, 1092.28, 2.164, 1100, 1092.28, 1092.445, 0.165, 165, 0, 1092.445, 1094.052, 1.607, 825, 1094.052, 1094.162, 0.11, 110, 0, 1094.162, 1101.197, 7.035, 3300, 1101.197, 1101.308, 0.11, 110, 0, 1101.308, 1101.308, 0, 0,    11.191,
 110, 0, 1100, 1100, 1100.126, 0.126, 120, 0, 1100.126, 1102.538, 2.412, 1200, 1102.538, 1102.719, 0.18, 180, 0, 1102.719, 1104.867, 2.148, 900, 1104.867, 1104.987, 0.12, 120, 0, 1104.987, 1111.573, 6.586, 3600, 1111.573, 1111.693, 0.12, 120, 0, 1111.693, 1111.693, 0, 0,    11.567,
 111, 0, 1110, 1110, 1110.116, 0.116, 110, 0, 1110.116, 1112.314, 2.197, 1100, 1112.314, 1112.479, 0.165, 165, 0, 1112.479, 1114.254, 1.775, 825, 1114.254, 1114.364, 0.11, 110, 0, 1114.364, 1121.744, 7.38, 3300, 1121.744, 1121.854, 0.11, 110, 0, 1121.854, 1121.854, 0, 0,    11.738,
 112, 0, 1120, 1120, 1120.126, 0.126, 120, 0, 1120.126, 1122.707, 2.581, 1200, 1122.707, 1122.887, 0.18, 180, 0, 1122.887, 1124.855, 1.968, 900, 1124.855, 1124.975, 0.12, 120, 0, 1124.975, 1131.543, 6.567, 3600, 1131.543, 1131.663, 0.12, 120, 0, 1131.663, 1131.663, 0, 0,    11.537,
 113, 0, 1130, 1130, 1130.126, 0.126, 120, 0, 1130.126, 1132.489, 2.362, 1200, 1132.489, 1132.668, 0.18, 180, 0, 1132.668, 1134.697, 2.029, 900, 1134.697, 1134.817, 0.12, 120, 0, 1134.817, 1141.723, 6.906, 3600, 1141.723, 1141.843, 0.12, 120, 0, 1141.843, 1141.843, 0, 0,    11.717,
 114, 0, 1140, 1140, 1140.116, 0.116, 110, 0, 1140.116, 1142.458, 2.342, 1100, 1142.458, 1142.623, 0.165, 165, 0, 1142.623, 1144.724, 2.101, 825, 1144.724, 1144.835, 0.11, 110, 0, 1144.835, 1152.716, 7.881, 3300, 1152.716, 1152.826, 0.11, 110, 0, 1152.826, 1152.826, 0, 0,    12.710,
 115, 0, 1150, 1150, 1150.116, 0.116, 110, 0, 1150.116, 1152.55, 2.434, 1100, 1152.55, 1152.716, 0.165, 165, 0, 1152.716, 1154.432, 1.716, 825, 1154.432, 1154.542, 0.11, 110, 0, 1154.542, 1160.499, 5.957, 3300, 1160.499, 1160.609, 0.11, 110, 0, 1160.609, 1160.609, 0, 0,    10.493,
 116, 0, 1160, 1160, 1160.126, 0.126, 120, 0, 1160.126, 1162.464, 2.338, 1200, 1162.464, 1162.644, 0.18, 180, 0, 1162.644, 1164.708, 2.064, 900, 1164.708, 1164.828, 0.12, 120, 0, 1164.828, 1173.307, 8.478, 3600, 1173.307, 1173.426, 0.12, 120, 0, 1173.426, 1173.426, 0, 0,    13.300,
 117, 0, 1170, 1170, 1170.116, 0.116, 110, 0, 1170.116, 1172.596, 2.48, 1100, 1172.596, 1172.771, 0.175, 165, 0, 1172.771, 1174.499, 1.728, 825, 1174.499, 1174.609, 0.11, 110, 0, 1174.609, 1181.684, 7.075, 3300, 1181.684, 1181.794, 0.11, 110, 0, 1181.794, 1181.794, 0, 0,    11.678,
 118, 0, 1180, 1180, 1180.116, 0.116, 110, 0, 1180.116, 1182.489, 2.373, 1100, 1182.489, 1182.654, 0.165, 165, 0, 1182.654, 1184.617, 1.963, 825, 1184.617, 1184.727, 0.11, 110, 0, 1184.727, 1192.621, 7.894, 3300, 1192.621, 1192.731, 0.11, 110, 0, 1192.731, 1192.731, 0, 0,    12.615,
 119, 0, 1190, 1190, 1190.126, 0.126, 120, 0, 1190.126, 1192.648, 2.522, 1200, 1192.648, 1192.828, 0.18, 180, 0, 1192.828, 1194.892, 2.064, 900, 1194.892, 1195.012, 0.12, 120, 0, 1195.012, 1203.373, 8.361, 3600, 1203.373, 1203.493, 0.12, 120, 0, 1203.493, 1203.493, 0, 0,    13.367,
 120, 0, 1200, 1200, 1200.126, 0.126, 120, 0, 1200.126, 1202.681, 2.555, 1200, 1202.681, 1202.861, 0.18, 180, 0, 1202.861, 1204.601, 1.741, 900, 1204.601, 1204.722, 0.12, 120, 0, 1204.722, 1211.542, 6.82, 3600, 1211.542, 1211.662, 0.12, 120, 0, 1211.662, 1211.662, 0, 0,    11.536,
 121, 0, 1210, 1210, 1210.116, 0.116, 110, 0, 1210.116, 1212.42, 2.304, 1100, 1212.42, 1212.585, 0.165, 165, 0, 1212.585, 1214.349, 1.764, 825, 1214.349, 1214.459, 0.11, 110, 0, 1214.459, 1222.013, 7.554, 3300, 1222.013, 1222.123, 0.11, 110, 0, 1222.123, 1222.123, 0, 0,    12.007,
 122, 0, 1220, 1220, 1220.116, 0.116, 110, 0, 1220.116, 1222.334, 2.218, 1100, 1222.334, 1222.499, 0.165, 165, 0, 1222.499, 1224.189, 1.689, 825, 1224.189, 1224.299, 0.11, 110, 0, 1224.299, 1232.515, 8.216, 3300, 1232.515, 1232.624, 0.11, 110, 0, 1232.624, 1232.624, 0, 0,    12.508,
 123, 0, 1230, 1230, 1230.126, 0.126, 120, 0, 1230.126, 1232.495, 2.369, 1200, 1232.495, 1232.675, 0.18, 180, 0, 1232.675, 1234.793, 2.118, 900, 1234.793, 1234.913, 0.12, 120, 0, 1234.913, 1242.193, 7.28, 3600, 1242.193, 1242.313, 0.12, 120, 0, 1242.313, 1242.313, 0, 0,    12.187,
 124, 0, 1240, 1240, 1240.126, 0.126, 120, 0, 1240.126, 1242.854, 2.728, 1200, 1242.854, 1243.034, 0.18, 180, 0, 1243.034, 1244.82, 1.786, 900, 1244.82, 1244.94, 0.12, 120, 0, 1244.94, 1252.498, 7.558, 3600, 1252.498, 1252.618, 0.12, 120, 0, 1252.618, 1252.618, 0, 0,    12.492,
 125, 0, 1250, 1250, 1250.116, 0.116, 110, 0, 1250.116, 1252.17, 2.054, 1100, 1252.17, 1252.335, 0.165, 165, 0, 1252.335, 1254.277, 1.942, 825, 1254.277, 1254.387, 0.11, 110, 0, 1254.387, 1262.398, 8.011, 3300, 1262.398, 1262.508, 0.11, 110, 0, 1262.508, 1262.508, 0, 0,    12.392,
 126, 0, 1260, 1260, 1260.116, 0.116, 110, 0, 1260.116, 1262.471, 2.355, 1100, 1262.471, 1262.636, 0.165, 165, 0, 1262.636, 1264.259, 1.623, 825, 1264.259, 1264.369, 0.11, 110, 0, 1264.369, 1270.198, 5.829, 3300, 1270.198, 1270.308, 0.11, 110, 0, 1270.308, 1270.308, 0, 0,    10.192,
 127, 0, 1270, 1270, 1270.126, 0.126, 120, 0, 1270.126, 1272.7, 2.574, 1200, 1272.7, 1272.88, 0.18, 180, 0, 1272.88, 1274.853, 1.973, 900, 1274.853, 1274.973, 0.12, 120, 0, 1274.973, 1283.843, 8.87, 3600, 1283.843, 1283.963, 0.12, 120, 0, 1283.963, 1283.963, 0, 0,    13.837,
 128, 0, 1280, 1280, 1280.116, 0.116, 110, 0, 1280.116, 1282.517, 2.401, 1100, 1282.517, 1282.683, 0.165, 165, 0, 1282.683, 1284.522, 1.839, 825, 1284.522, 1284.631, 0.11, 110, 0, 1284.631, 1290.869, 6.237, 3300, 1290.869, 1290.979, 0.11, 110, 0, 1290.979, 1290.979, 0, 0,    10.863,
 129, 0, 1290, 1290, 1290.126, 0.126, 120, 0, 1290.126, 1292.948, 2.822, 1200, 1292.948, 1293.128, 0.18, 180, 0, 1293.128, 1294.9, 1.772, 900, 1294.9, 1295.021, 0.12, 120, 0, 1295.021, 1302.527, 7.507, 3600, 1302.527, 1302.647, 0.12, 120, 0, 1302.647, 1302.647, 0, 0,    12.521,
 130, 0, 1300, 1300, 1300.126, 0.126, 120, 0, 1300.126, 1302.644, 2.518, 1200, 1302.644, 1302.824, 0.18, 180, 0, 1302.824, 1304.959, 2.136, 900, 1304.959, 1305.08, 0.12, 120, 0, 1305.08, 1312.038, 6.958, 3600, 1312.038, 1312.158, 0.12, 120, 0, 1312.158, 1312.158, 0, 0,    12.032,
 131, 0, 1310, 1310, 1310.116, 0.116, 110, 0, 1310.116, 1312.63, 2.514, 1100, 1312.63, 1312.795, 0.165, 165, 0, 1312.795, 1314.599, 1.804, 825, 1314.599, 1314.709, 0.11, 110, 0, 1314.709, 1321.084, 6.376, 3300, 1321.084, 1321.195, 0.11, 110, 0, 1321.195, 1321.195, 0, 0,    11.079,
 132, 0, 1320, 1320, 1320.126, 0.126, 120, 0, 1320.126, 1322.508, 2.382, 1200, 1322.508, 1322.689, 0.18, 180, 0, 1322.689, 1324.723, 2.034, 900, 1324.723, 1324.843, 0.12, 120, 0, 1324.843, 1333.377, 8.534, 3600, 1333.377, 1333.498, 0.12, 120, 0, 1333.498, 1333.498, 0, 0,    13.372,
 133, 0, 1330, 1330, 1330.126, 0.126, 120, 0, 1330.126, 1332.823, 2.697, 1200, 1332.823, 1333.004, 0.18, 180, 0, 1333.004, 1334.918, 1.915, 900, 1334.918, 1335.038, 0.12, 120, 0, 1335.038, 1343.087, 8.049, 3600, 1343.087, 1343.207, 0.12, 120, 0, 1343.207, 1343.207, 0, 0,    13.081,
 134, 0, 1340, 1340, 1340.126, 0.126, 120, 0, 1340.126, 1342.549, 2.423, 1200, 1342.549, 1342.739, 0.19, 180, 0, 1342.739, 1344.547, 1.808, 900, 1344.547, 1344.667, 0.12, 120, 0, 1344.667, 1352.356, 7.689, 3600, 1352.356, 1352.476, 0.12, 120, 0, 1352.476, 1352.476, 0, 0,    12.350,
 135, 0, 1350, 1350, 1350.126, 0.126, 120, 0, 1350.126, 1352.393, 2.267, 1200, 1352.393, 1352.573, 0.18, 180, 0, 1352.573, 1354.569, 1.995, 900, 1354.569, 1354.689, 0.12, 120, 0, 1354.689, 1363.144, 8.455, 3600, 1363.144, 1363.264, 0.12, 120, 0, 1363.264, 1363.264, 0, 0,    13.138,
 136, 0, 1360, 1360, 1360.116, 0.116, 110, 0, 1360.116, 1362.68, 2.564, 1100, 1362.68, 1362.845, 0.165, 165, 0, 1362.845, 1364.693, 1.848, 825, 1364.693, 1364.803, 0.11, 110, 0, 1364.803, 1372.249, 7.445, 3300, 1372.249, 1372.359, 0.11, 110, 0, 1372.359, 1372.359, 0, 0,    12.243,
 137, 0, 1370, 1370, 1370.126, 0.126, 120, 0, 1370.126, 1372.544, 2.418, 1200, 1372.544, 1372.724, 0.18, 180, 0, 1372.724, 1374.66, 1.936, 900, 1374.66, 1374.78, 0.12, 120, 0, 1374.78, 1382.621, 7.842, 3600, 1382.621, 1382.741, 0.12, 120, 0, 1382.741, 1382.741, 0, 0,    12.616,
 138, 0, 1380, 1380, 1380.126, 0.126, 120, 0, 1380.126, 1382.412, 2.286, 1200, 1382.412, 1382.593, 0.18, 180, 0, 1382.593, 1384.715, 2.122, 900, 1384.715, 1384.835, 0.12, 120, 0, 1384.835, 1393.21, 8.375, 3600, 1393.21, 1393.33, 0.12, 120, 0, 1393.33, 1393.33, 0, 0,    13.204,
 139, 0, 1390, 1390, 1390.116, 0.116, 110, 0, 1390.116, 1392.343, 2.227, 1100, 1392.343, 1392.508, 0.165, 165, 0, 1392.508, 1394.134, 1.626, 825, 1394.134, 1394.244, 0.11, 110, 0, 1394.244, 1401.02, 6.776, 3300, 1401.02, 1401.13, 0.11, 110, 0, 1401.13, 1401.13, 0, 0,    11.014,
 140, 0, 1400, 1400, 1400.126, 0.126, 120, 0, 1400.126, 1403.042, 2.916, 1200, 1403.042, 1403.222, 0.18, 180, 0, 1403.222, 1405.209, 1.987, 900, 1405.209, 1405.329, 0.12, 120, 0, 1405.329, 1413.048, 7.719, 3600, 1413.048, 1413.168, 0.12, 120, 0, 1413.168, 1413.168, 0, 0,    13.042,
 141, 0, 1410, 1410, 1410.126, 0.126, 120, 0, 1410.126, 1412.808, 2.682, 1200, 1412.808, 1412.988, 0.18, 180, 0, 1412.988, 1414.775, 1.787, 900, 1414.775, 1414.895, 0.12, 120, 0, 1414.895, 1421.534, 6.638, 3600, 1421.534, 1421.654, 0.12, 120, 0, 1421.654, 1421.654, 0, 0,    11.528,
 142, 0, 1420, 1420, 1420.116, 0.116, 110, 0, 1420.116, 1422.146, 2.03, 1100, 1422.146, 1422.311, 0.165, 165, 0, 1422.311, 1424.105, 1.794, 825, 1424.105, 1424.215, 0.11, 110, 0, 1424.215, 1431.959, 7.744, 3300, 1431.959, 1432.069, 0.11, 110, 0, 1432.069, 1432.069, 0, 0,    11.953,
 143, 0, 1430, 1430, 1430.116, 0.116, 110, 0, 1430.116, 1432.339, 2.223, 1100, 1432.339, 1432.504, 0.165, 165, 0, 1432.504, 1434.423, 1.919, 825, 1434.423, 1434.533, 0.11, 110, 0, 1434.533, 1442.59, 8.057, 3300, 1442.59, 1442.7, 0.11, 110, 0, 1442.7, 1442.7, 0, 0,    12.584,
 144, 0, 1440, 1440, 1440.126, 0.126, 120, 0, 1440.126, 1442.684, 2.558, 1200, 1442.684, 1442.864, 0.18, 180, 0, 1442.864, 1445.02, 2.156, 900, 1445.02, 1445.14, 0.12, 120, 0, 1445.14, 1452.692, 7.552, 3600, 1452.692, 1452.812, 0.12, 120, 0, 1452.812, 1452.812, 0, 0,    12.686,
 145, 0, 1450, 1450, 1450.116, 0.116, 110, 0, 1450.116, 1452.527, 2.41, 1100, 1452.527, 1452.692, 0.165, 165, 0, 1452.692, 1454.426, 1.734, 825, 1454.426, 1454.536, 0.11, 110, 0, 1454.536, 1462.283, 7.747, 3300, 1462.283, 1462.393, 0.11, 110, 0, 1462.393, 1462.393, 0, 0,    12.277,
 146, 0, 1460, 1460, 1460.126, 0.126, 120, 0, 1460.126, 1462.849, 2.723, 1200, 1462.849, 1463.03, 0.18, 180, 0, 1463.03, 1465.24, 2.21, 900, 1465.24, 1465.36, 0.12, 120, 0, 1465.36, 1473.819, 8.46, 3600, 1473.819, 1473.94, 0.12, 120, 0, 1473.94, 1473.94, 0, 0,    13.814,
 147, 0, 1470, 1470, 1470.116, 0.116, 110, 0, 1470.116, 1472.915, 2.799, 1100, 1472.915, 1473.08, 0.165, 165, 0, 1473.08, 1474.662, 1.581, 825, 1474.662, 1474.772, 0.11, 110, 0, 1474.772, 1480.931, 6.159, 3300, 1480.931, 1481.041, 0.11, 110, 0, 1481.041, 1481.041, 0, 0,    10.925,
 148, 0, 1480, 1480, 1480.126, 0.126, 120, 0, 1480.126, 1482.588, 2.462, 1200, 1482.588, 1482.769, 0.18, 180, 0, 1482.769, 1484.692, 1.924, 900, 1484.692, 1484.812, 0.12, 120, 0, 1484.812, 1492.828, 8.015, 3600, 1492.828, 1492.948, 0.12, 120, 0, 1492.948, 1492.948, 0, 0,    12.822,
 149, 0, 1490, 1490, 1490.116, 0.116, 110, 0, 1490.116, 1492.216, 2.1, 1100, 1492.216, 1492.381, 0.165, 165, 0, 1492.381, 1494.163, 1.781, 825, 1494.163, 1494.273, 0.11, 110, 0, 1494.273, 1502.669, 8.396, 3300, 1502.669, 1502.779, 0.11, 110, 0, 1502.779, 1502.779, 0, 0,    12.663,
 150, 0, 1500, 1500, 1500.116, 0.116, 110, 0, 1500.116, 1502.257, 2.141, 1100, 1502.257, 1502.422, 0.165, 165, 0, 1502.422, 1504, 1.578, 825, 1504, 1504.11, 0.11, 110, 0, 1504.11, 1511.602, 7.492, 3300, 1511.602, 1511.712, 0.11, 110, 0, 1511.712, 1511.712, 0, 0,    11.596,
 151, 0, 1510, 1510, 1510.126, 0.126, 120, 0, 1510.126, 1512.572, 2.445, 1200, 1512.572, 1512.752, 0.18, 180, 0, 1512.752, 1514.813, 2.062, 900, 1514.813, 1514.933, 0.12, 120, 0, 1514.933, 1521.782, 6.848, 3600, 1521.782, 1521.902, 0.12, 120, 0, 1521.902, 1521.902, 0, 0,    11.776,
 152, 0, 1520, 1520, 1520.116, 0.116, 110, 0, 1520.116, 1522.291, 2.175, 1100, 1522.291, 1522.456, 0.165, 165, 0, 1522.456, 1524.409, 1.953, 825, 1524.409, 1524.519, 0.11, 110, 0, 1524.519, 1530.798, 6.279, 3300, 1530.798, 1530.909, 0.11, 110, 0, 1530.909, 1530.909, 0, 0,    10.793,
